word	len
手法	2
森林	2
熱鬧	2
夫妻	2
評級	2
聽說	2
風暴	2
海域	2
劇情	2
衍生	2
陳菊	2
步驟	2
第六	2
鋼鐵	2
義務	2
參數	2
據點	2
低迷	2
化學	2
配套	2
進場	2
轉變	2
用途	2
降價	2
就職	2
開盤	2
萎縮	2
食用	2
IC	2
彰化	2
備份	2
還要	2
集體	2
新機	2
掛牌	2
美方	2
市值	2
內置	2
低價	2
硬盤	2
名為	2
密碼	2
身材	2
批准	2
切換	2
迎接	2
路徑	2
初期	2
生存	2
情色	2
留在	2
足球	2
宏觀	2
低調	2
介入	2
網購	2
新鮮	2
手工	2
台東	2
發動	2
不易	2
練習	2
個別	2
權力	2
興奮	2
攝像	2
懷孕	2
中獎	2
SD	2
隊友	2
超值	2
防守	2
贈送	2
好康	2
寵物	2
老婆	2
排放	2
失望	2
友人	2
少年	2
缺點	2
核准	2
條款	2
自從	2
親子	2
當選	2
有機	2
冒險	2
訴訟	2
融入	2
穿著	2
與會	2
美股	2
趕緊	2
直播	2
競選	2
難得	2
通話	2
示範	2
前進	2
護理	2
改款	2
遊行	2
昨晚	2
成效	2
層面	2
個案	2
盡量	2
果然	2
OS	2
家電	2
體現	2
假期	2
吃到	2
農場	2
生日	2
丈夫	2
談到	2
移轉	2
用心	2
那裡	2
咨詢	2
婚姻	2
內地	2
備受	2
上路	2
人工	2
有望	2
植物	2
個股	2
健保	2
倒是	2
詳情	2
住宿	2
市面	2
公升	2
作法	2
境外	2
勢必	2
肌肉	2
見面	2
先後	2
結論	2
文學	2
矚目	2
發言	2
年紀	2
作收	2
人文	2
天天	2
籃球	2
中部	2
樂團	2
喇叭	2
學術	2
契約	2
遺憾	2
主體	2
走出	2
感恩	2
折扣	2
二十	2
MP	2
經由	2
佳能	2
審核	2
流通	2
青睞	2
總數	2
按讚	2
應當	2
過後	2
助理	2
淨利	2
浙江	2
年初	2
上課	2
潮流	2
毫無	2
物流	2
嘉義	2
從來	2
自家	2
解除	2
偵辦	2
列入	2
審計	2
立體	2
種類	2
小學	2
指控	2
就讀	2
兼具	2
環節	2
承受	2
火箭	2
諸多	2
改為	2
私募	2
上限	2
贊助	2
改進	2
陳冲	2
大戰	2
選購	2
混合	2
增幅	2
縮小	2
卓越	2
夏季	2
援助	2
97	2
颱風	2
試圖	2
機子	2
選民	2
傳送	2
雙核	2
從小	2
女王	2
公會	2
何時	2
77	2
會談	2
停車	2
入學	2
疑問	2
發電	2
實踐	2
詐騙	2
含有	2
加以	2
捐贈	2
天線	2
旗艦	2
嫌犯	2
截止	2
挑選	2
無奈	2
相應	2
事宜	2
寬鬆	2
at	2
疫情	2
品味	2
歷經	2
運營	2
原有	2
睡眠	2
ST	2
保存	2
流量	2
進攻	2
景觀	2
短短	2
98	2
課稅	2
好看	2
痛苦	2
糾紛	2
增添	2
失業	2
嬰兒	2
對焦	2
稅收	2
得獎	2
移送	2
天使	2
季節	2
負債	2
添加	2
上映	2
大雨	2
總共	2
南京	2
刪除	2
瑞士	2
平安	2
發佈	2
名額	2
三十	2
當下	2
學會	2
稍微	2
完工	2
設有	2
亮眼	2
辦公	2
敏感	2
正義	2
量產	2
那邊	2
票房	2
控股	2
疼痛	2
抑制	2
民意	2
公眾	2
頒獎	2
會長	2
旅館	2
威寶	2
靈活	2
併購	2
民調	2
好奇	2
北市	2
戰績	2
極為	2
老公	2
每日	2
視野	2
委託	2
規划	2
高峰	2
涵蓋	2
玩具	2
困境	2
祝福	2
職場	2
桌面	2
會場	2
主因	2
道歉	2
優點	2
LG	2
覆蓋	2
隊員	2
禮拜	2
兼顧	2
舞蹈	2
傳播	2
態勢	2
注重	2
賣場	2
專題	2
登陸	2
過來	2
陣容	2
簽約	2
飛行	2
路口	2
後方	2
蛋糕	2
春節	2
自信	2
裕隆	2
思想	2
觀望	2
外部	2
代工	2
氣息	2
通用	2
首都	2
言論	2
頻率	2
村民	2
高鐵	2
店員	2
流入	2
澳門	2
型態	2
下游	2
海軍	2
不明	2
婚禮	2
關卡	2
買家	2
終端	2
信任	2
口味	2
采購	2
江蘇	2
上傳	2
時段	2
日後	2
新型	2
餐飲	2
外電	2
金價	2
實價	2
保費	2
甚麼	2
場地	2
治理	2
車禍	2
法案	2
72	2
陪同	2
從未	2
腳步	2
坦言	2
參選	2
還好	2
回復	2
下行	2
法定	2
進駐	2
開設	2
無疑	2
部署	2
代碼	2
手續	2
燃料	2
定義	2
封測	2
公頃	2
當作	2
發售	2
民宿	2
溫暖	2
周五	2
傳說	2
盡快	2
期盼	2
扣除	2
聰明	2
膠囊	2
價差	2
流暢	2
學童	2
課徵	2
暑假	2
助攻	2
溫泉	2
替代	2
民營	2
一向	2
寶貝	2
處罰	2
騎士	2
增壓	2
永續	2
66	2
真相	2
日益	2
飛彈	2
坦承	2
西部	2
強力	2
擴展	2
婦人	2
山區	2
提名	2
培育	2
腕錶	2
青春	2
種植	2
公安	2
規畫	2
搜索	2
款式	2
滬深	2
順暢	2
荷蘭	2
全程	2
穩健	2
傾向	2
榮獲	2
男友	2
豪雨	2
太太	2
失誤	2
矛盾	2
高檔	2
說話	2
提及	2
88	2
許可	2
社交	2
中方	2
乾淨	2
攤位	2
之上	2
向來	2
旺季	2
找出	2
好禮	2
專訪	2
試駕	2
思維	2
早盤	2
包包	2
革命	2
信號	2
几乎	2
引述	2
外面	2
電器	2
增資	2
血壓	2
中旬	2
馬達	2
氣勢	2
哈哈	2
歡樂	2
犧牲	2
2萬	2
賬戶	2
相片	2
到達	2
專電	2
高清	2
明白	2
週邊	2
生效	2
減碳	2
提交	2
上線	2
開會	2
食材	2
達人	2
外套	2
所屬	2
送到	2
提早	2
堪稱	2
租賃	2
隨機	2
隧道	2
人事	2
招商	2
血管	2
km	2
血液	2
火車	2
油耗	2
軍方	2
全數	2
男生	2
分點	2
此時	2
排隊	2
質詢	2
風情	2
周四	2
信托	2
絕不	2
步道	2
賽道	2
朝野	2
成都	2
反正	2
健全	2
平日	2
輕易	2
大跌	2
精心	2
週年	2
評審	2
華人	2
後座	2
執法	2
按鈕	2
盛大	2
基因	2
離婚	2
中美	2
預購	2
車迷	2
客場	2
攜手	2
持平	2
多雲	2
來臨	2
啟用	2
收取	2
航線	2
震撼	2
轎車	2
預料	2
服用	2
平穩	2
乘坐	2
宗教	2
為期	2
按摩	2
華麗	2
放心	2
理性	2
厲害	2
抽獎	2
人潮	2
午餐	2
在場	2
忘記	2
情報	2
依賴	2
連鎖	2
交給	2
十五	2
回去	2
房市	2
疫苗	2
均線	2
作戰	2
加權	2
消除	2
主打	2
專注	2
勢力	2
領取	2
背光	2
買入	2
杭州	2
製程	2
入圍	2
專區	2
音效	2
苗栗	2
點數	2
服飾	2
入口	2
高校	2
分行	2
憲法	2
不行	2
1萬	2
輕薄	2
致詞	2
碰到	2
購入	2
響應	2
修訂	2
商標	2
師生	2
好多	2
86	2
邏輯	2
長大	2
年代	2
刻意	2
訂定	2
清晨	2
底部	2
酷睿	2
山東	2
好評	2
傳媒	2
情人	2
帳戶	2
部會	2
調節	2
面向	2
股本	2
日元	2
寫真	2
收集	2
學員	2
例子	2
熱愛	2
被迫	2
紅利	2
登錄	2
稅率	2
63	2
用到	2
必然	2
誇張	2
情感	2
估值	2
體質	2
順便	2
新任	2
上演	2
澄清	2
同仁	2
報案	2
搶先	2
噗浪	2
動產	2
周一	2
列車	2
次數	2
見證	2
改成	2
美味	2
探討	2
過敏	2
著作	2
道具	2
出面	2
週末	2
平方	2
完畢	2
播出	2
進軍	2
花錢	2
寫下	2
租金	2
脂肪	2
活躍	2
標誌	2
is	2
高等	2
st	2
利空	2
今晚	2
61	2
凈值	2
驗證	2
第七	2
省電	2
適應	2
內心	2
71	2
補償	2
干擾	2
湖人	2
危害	2
送給	2
車體	2
損害	2
主演	2
東部	2
引領	2
周三	2
關切	2
kg	2
選出	2
指揮	2
辨識	2
風扇	2
新手	2
工商	2
週五	2
擺脫	2
面前	2
表態	2
今後	2
命運	2
風潮	2
層次	2
榮譽	2
清理	2
分紅	2
團結	2
歌迷	2
新人	2
當成	2
妹妹	2
試用	2
深化	2
送醫	2
教室	2
大使	2
爆炸	2
車站	2
傳承	2
心得	2
花園	2
參展	2
車頭	2
好轉	2
內需	2
酒駕	2
現今	2
頁面	2
限定	2
金牌	2
期末	2
在線	2
首選	2
多久	2
62	2
周二	2
出手	2
新股	2
機芯	2
腫瘤	2
餘額	2
防治	2
冷氣	2
刑事	2
前方	2
縮短	2
細膩	2
之內	2
遵守	2
水泥	2
數十	2
保健	2
一時	2
早餐	2
國債	2
背面	2
陣雨	2
有助	2
審理	2
92	2
獲取	2
潛在	2
原始	2
轉速	2
同業	2
公噸	2
掀起	2
履行	2
不需	2
華視	2
宣告	2
過於	2
夫婦	2
十八	2
轉為	2
刊登	2
一體	2
故障	2
大膽	2
徵收	2
看待	2
受理	2
要是	2
宣稱	2
過多	2
職棒	2
時光	2
高手	2
不便	2
代言	2
溫馨	2
不當	2
廣播	2
動感	2
陣營	2
受損	2
第6	2
修復	2
認知	2
醫藥	2
行列	2
國道	2
學歷	2
多達	2
這時	2
升高	2
96	2
硬件	2
尼康	2
厚度	2
精美	2
約定	2
機能	2
通道	2
住院	2
大人	2
避險	2
任職	2
認可	2
76	2
節奏	2
聯手	2
壟斷	2
有線	2
發達	2
前期	2
航班	2
前輩	2
變焦	2
報紙	2
標的	2
溫州	2
種子	2
注入	2
簽證	2
局勢	2
對比	2
講話	2
變形	2
戀愛	2
防水	2
走高	2
精準	2
主人	2
含量	2
性質	2
入門	2
麵包	2
誕生	2
電量	2
翻譯	2
施政	2
駕馭	2
貶值	2
惠普	2
禁區	2
踴躍	2
國立	2
VW	2
天津	2
開關	2
珍貴	2
一百	2
絕佳	2
南投	2
圖案	2
男孩	2
放寬	2
到處	2
高出	2
驚喜	2
精選	2
說到	2
合資	2
極速	2
待遇	2
口袋	2
單元	2
體會	2
原文	2
TV	2
任期	2
生長	2
儲備	2
周年	2
門口	2
中斷	2
大於	2
主軸	2
運轉	2
福特	2
隨便	2
特徵	2
周末	2
七月	2
照護	2
臺北	2
臉部	2
以內	2
頂尖	2
故意	2
緊密	2
敵人	2
增進	2
促使	2
淘汰	2
贈品	2
雙邊	2
獲獎	2
報表	2
商圈	2
收訊	2
再生	2
吃飯	2
夏日	2
天空	2
表情	2
好吃	2
戰場	2
法令	2
報酬	2
不幸	2
夜市	2
特質	2
企圖	2
傳遞	2
熱潮	2
迴響	2
78	2
67	2
偶像	2
查獲	2
緩解	2
動員	2
心靈	2
減緩	2
拖累	2
建置	2
道理	2
守護	2
護士	2
演唱	2
知情	2
拆除	2
利多	2
送修	2
手指	2
加盟	2
手動	2
or	2
性別	2
有力	2
新疆	2
夢幻	2
佳績	2
走到	2
取自	2
出場	2
關機	2
重返	2
到位	2
重挫	2
交往	2
消防	2
營銷	2
招牌	2
訂購	2
秘密	2
高價	2
超市	2
外籍	2
奢華	2
上場	2
伙伴	2
重申	2
漸漸	2
雙重	2
一貫	2
爭奪	2
頭髮	2
被告	2
典型	2
外殼	2
上任	2
抱歉	2
給付	2
總量	2
煤炭	2
上週	2
大批	2
演習	2
風景	2
伴隨	2
上去	2
目光	2
長片	2
懂得	2
後者	2
均衡	2
xx	2
密集	2
忽略	2
邊緣	2
攝取	2
平臺	2
人性	2
女神	2
日系	2
帶回	2
陸客	2
出台	2
雷射	2
搶救	2
紓困	2
極限	2
換成	2
局部	2
選用	2
彷彿	2
體積	2
優良	2
付款	2
登上	2
消耗	2
一生	2
大方	2
發文	2
遭受	2
薪水	2
移除	2
棒球	2
聚集	2
罕見	2
明明	2
社團	2
隱藏	2
保有	2
接收	2
版主	2
主板	2
害怕	2
詮釋	2
封閉	2
電費	2
頒發	2
種種	2
店面	2
儘速	2
68	2
周圍	2
人選	2
3G	2
請求	2
崛起	2
壽命	2
參訪	2
連任	2
克服	2
自有	2
評等	2
道德	2
應付	2
供給	2
3萬	2
神秘	2
屬性	2
深受	2
風味	2
無力	2
分子	2
照相	2
影展	2
東區	2
豪宅	2
一再	2
不是	2
纖維	2
震蕩	2
性格	2
著手	2
議會	2
神奇	2
口感	2
點選	2
大致	2
夫人	2
場面	2
82	2
看似	2
電壓	2
加分	2
保單	2
提問	2
平面	2
創立	2
記載	2
代價	2
內閣	2
多樣	2
報警	2
舉例	2
買進	2
慈善	2
轉讓	2
前夕	2
通通	2
裝飾	2
缺口	2
損益	2
亮點	2
划算	2
超商	2
建商	2
講座	2
公主	2
多半	2
解讀	2
孩童	2
外出	2
重心	2
不及	2
海關	2
演說	2
走進	2
競技	2
相似	2
夜間	2
問到	2
地面	2
鑽石	2
進化	2
按下	2
金錢	2
豬肉	2
佈局	2
宏碁	2
子宮	2
白天	2
借款	2
監獄	2
皇家	2
大哥	2
開賣	2
睡覺	2
充足	2
雙手	2
撞擊	2
高溫	2
美容	2
圍繞	2
外銷	2
試驗	2
校方	2
頻繁	2
無關	2
解說	2
考察	2
產值	2
器官	2
換上	2
盎司	2
環球	2
鄰近	2
和諧	2
移植	2
最早	2
農藥	2
量化	2
肉品	2
年期	2
大聲	2
繳納	2
既有	2
陪伴	2
師傅	2
器材	2
看完	2
學位	2
爆料	2
專項	2
噪音	2
緩慢	2
十一	2
先行	2
類別	2
降到	2
小編	2
單獨	2
大宗	2
條文	2
災情	2
申辦	2
套裝	2
名人	2
多重	2
鄉親	2
底下	2
朝鮮	2
終止	2
适合	2
眾人	2
慢性	2
超出	2
組裝	2
奪冠	2
不停	2
後市	2
停留	2
弟弟	2
出賽	2
塑膠	2
客運	2
傷口	2
走低	2
贊成	2
靈感	2
愛好	2
91	2
聖誕	2
旅程	2
四川	2
壓縮	2
插槽	2
偵測	2
濃厚	2
在意	2
證書	2
連帶	2
回顧	2
路面	2
感冒	2
玉米	2
港元	2
共享	2
傳聞	2
分離	2
美分	2
地下	2
事先	2
市委	2
救助	2
大增	2
洽詢	2
上游	2
雙漲	2
提振	2
巴士	2
幼兒	2
版權	2
賦予	2
首爾	2
號召	2
那時	2
五十	2
保濕	2
陳姓	2
上訴	2
基隆	2
帶有	2
溫和	2
名義	2
用餐	2
愛車	2
從此	2
下旬	2
頻頻	2
精華	2
開箱	2
普及	2
市價	2
熱心	2
往來	2
峰會	2
秉持	2
秩序	2
號稱	2
通信	2
談話	2
城鎮	2
79	2
戲劇	2
獲悉	2
破產	2
匯價	2
表揚	2
赤字	2
建構	2
一舉	2
無數	2
簡介	2
報考	2
可謂	2
實習	2
消化	2
靠近	2
凸顯	2
繪圖	2
僅僅	2
5萬	2
偉大	2
投訴	2
位在	2
起步	2
簽名	2
脫離	2
人人	2
大門	2
牙齒	2
雅虎	2
審批	2
度過	2
澎湖	2
第7	2
海岸	2
糧食	2
功率	2
儀器	2
意味	2
微笑	2
代號	2
殷仔	2
頭部	2
辭職	2
撥打	2
油門	2
黃色	2
現狀	2
阿嬤	2
流失	2
情節	2
集合	2
堅定	2
93	2
有待	2
對戰	2
追加	2
當代	2
戴爾	2
73	2
解答	2
送出	2
派出	2
基準	2
副本	2
釐清	2
毫米	2
疲弱	2
亮度	2
週一	2
客觀	2
功夫	2
開拓	2
途徑	2
前天	2
隊長	2
機票	2
依靠	2
美學	2
加持	2
PO	2
下挫	2
淹水	2
得主	2
推行	2
進程	2
所幸	2
辣妹	2
裡頭	2
空中	2
69	2
界面	2
速箱	2
建仔	2
人心	2
素質	2
鄉鎮	2
書面	2
台塑	2
櫻花	2
多方	2
留學	2
章程	2
偶爾	2
行李	2
自製	2
通脹	2
住戶	2
嘉賓	2
死者	2
車室	2
氣質	2
拿去	2
叫做	2
漁船	2
公寓	2
變速	2
自排	2
牛奶	2
武漢	2
不容	2
報到	2
對決	2
捐款	2
下車	2
晉級	2
迷人	2
罪嫌	2
石化	2
鄰居	2
風光	2
傑出	2
美景	2
碼頭	2
人群	2
身高	2
女星	2
周期	2
傍晚	2
分布	2
逆轉	2
房貸	2
眼前	2
碩士	2
間接	2
一共	2
受益	2
湖南	2
南非	2
超高	2
中醫	2
預告	2
養成	2
手感	2
雷霆	2
國軍	2
燃油	2
應有	2
派對	2
皮革	2
用電	2
地理	2
拷貝	2
重複	2
瑞典	2
學費	2
高效	2
借貸	2
清除	2
方位	2
得分	2
春天	2
投保	2
老化	2
物資	2
廈門	2
相反	2
強悍	2
陳述	2
保育	2
發明	2
二月	2
分散	2
迷你	2
珠寶	2
中期	2
平等	2
春季	2
平價	2
產權	2
安置	2
宣示	2
率領	2
加劇	2
病例	2
車道	2
黨員	2
序號	2
附件	2
寬頻	2
不適	2
蛋白	2
入選	2
微風	2
法庭	2
進來	2
呵呵	2
聯邦	2
鞋子	2
水庫	2
散佈	2
套餐	2
路況	2
樂園	2
診所	2
家具	2
芯片	2
化解	2
趨緩	2
進出	2
相繼	2
簡直	2
阻止	2
阻力	2
炒作	2
甜蜜	2
IP	2
處置	2
抓住	2
SH	2
強度	2
站上	2
模型	2
出身	2
寬松	2
94	2
總結	2
趣味	2
渴望	2
快門	2
81	2
右側	2
對待	2
場合	2
推升	2
發燒	2
精密	2
擊出	2
ml	2
流感	2
防範	2
占據	2
歷年	2
此前	2
邁向	2
長度	2
沖擊	2
on	2
十多	2
a片	2
熱點	2
氣囊	2
東芝	2
cm	2
祭出	2
主頻	2
救災	2
模糊	2
侵犯	2
買氣	2
評選	2
計時	2
彌補	2
巡迴	2
保送	2
彩色	2
所長	2
純益	2
迎來	2
難免	2
VS	2
立院	2
越野	2
多多	2
加州	2
正妹	2
曉得	2
日產	2
卡卡	2
奶粉	2
愉快	2
以便	2
細緻	2
報訊	2
無效	2
年增	2
涉案	2
富豪	2
商場	2
門診	2
研判	2
劇場	2
待機	2
亮麗	2
幹部	2
耐心	2
活潑	2
下班	2
調高	2
前年	2
招募	2
刷卡	2
執照	2
常務	2
面試	2
哥哥	2
邁入	2
金鶯	2
親友	2
應對	2
棄權	2
加重	2
農會	2
首長	2
稀土	2
妳們	2
牌子	2
左側	2
車尾	2
延遲	2
友達	2
票選	2
發炎	2
廚房	2
傳達	2
卡片	2
體力	2
不宜	2
干部	2
提起	2
期許	2
投顧	2
唱片	2
外表	2
熱血	2
激動	2
數學	2
光圈	2
制裁	2
鋼琴	2
白銀	2
量能	2
文明	2
功效	2
市立	2
往年	2
上台	2
中東	2
城鄉	2
樓市	2
古典	2
林姓	2
盡情	2
終身	2
軌道	2
尷尬	2
手冊	2
勇敢	2
利好	2
國防	2
熱量	2
海報	2
媽祖	2
第8	2
火力	2
同級	2
九月	2
導覽	2
框架	2
導向	2
精靈	2
假設	2
摘要	2
學科	2
混亂	2
字樣	2
適時	2
當機	2
關稅	2
一流	2
大關	2
搖滾	2
撤離	2
勇氣	2
太過	2
工會	2
感應	2
膨脹	2
批發	2
評鑑	2
務必	2
漲跌	2
視窗	2
放置	2
出任	2
9時	2
誠意	2
挹注	2
適度	2
追查	2
穿上	2
上年	2
造訪	2
打工	2
台鐵	2
藝文	2
奈米	2
鏡面	2
讀書	2
交付	2
小車	2
伊莉	2
急救	2
福建	2
親身	2
靈魂	2
空軍	2
接待	2
標題	2
擅長	2
特有	2
菁英	2
魔術	2
選票	2
病情	2
隨之	2
假如	2
轉載	2
鈴聲	2
特效	2
氣溫	2
治安	2
聲稱	2
高管	2
盤面	2
美白	2
讀取	2
東北	2
不時	2
聽取	2
特區	2
旋轉	2
第八	2
外科	2
嶄新	2
疲軟	2
本質	2
書籍	2
母乳	2
放入	2
貨車	2
廁所	2
厂商	2
美軍	2
射擊	2
跑到	2
孕婦	2
下台	2
雲林	2
續約	2
CD	2
一月	2
RS	2
稍早	2
大隊	2
乾脆	2
買下	2
難題	2
低碳	2
接連	2
示威	2
對岸	2
清單	2
中風	2
音量	2
形態	2
進球	2
武裝	2
合金	2
ok	2
增減	2
中毒	2
水位	2
合成	2
網際	2
復雜	2
之餘	2
繽紛	2
重回	2
錄音	2
一一	2
問世	2
繁榮	2
為什	2
漲停	2
泡沫	2
比照	2
年報	2
製成	2
施行	2
股指	2
權證	2
稽查	2
物料	2
手錶	2
重啟	2
解放	2
開工	2
八月	2
單價	2
買盤	2
游泳	2
時程	2
逐年	2
下修	2
變遷	2
一萬	2
暗示	2
檢出	2
職工	2
回購	2
手持	2
錶款	2
模樣	2
圖說	2
好手	2
桐花	2
晚餐	2
拉開	2
玫瑰	2
水晶	2
喜好	2
超大	2
中學	2
煩惱	2
猜測	2
縮減	2
功課	2
考核	2
軍人	2
出遊	2
家園	2
從中	2
惡意	2
首要	2
驕傲	2
壽險	2
建造	2
QQ	2
削減	2
退市	2
難怪	2
遠遠	2
過往	2
學子	2
流出	2
座位	2
最初	2
題目	2
清新	2
順序	2
國教	2
外勞	2
篩檢	2
心力	2
路人	2
次長	2
扭轉	2
不安	2
分成	2
首位	2
深夜	2
時速	2
通貨	2
均價	2
JB	2
貨物	2
極致	2
聚焦	2
落差	2
出血	2
肚子	2
違約	2
票價	2
曲線	2
關節	2
嘟嘟	2
顯現	2
漁民	2
崗位	2
美聯	2
新年	2
轉寄	2
識別	2
燃燒	2
判處	2
露出	2
74	2
預設	2
殺人	2
此後	2
鮮明	2
販賣	2
新生	2
84	2
恐慌	2
調研	2
簡報	2
一手	2
簡易	2
政權	2
名列	2
83	2
貴賓	2
飼料	2
肥胖	2
十六	2
實地	2
音質	2
過關	2
合適	2
繁體	2
贖回	2
準確	2
趕到	2
拜訪	2
蒐集	2
三振	2
冬天	2
編譯	2
監事	2
失蹤	2
MV	2
啤酒	2
場次	2
單月	2
傳言	2
職位	2
戰士	2
驚訝	2
冰箱	2
細菌	2
右邊	2
相處	2
軍隊	2
逼近	2
埃及	2
微調	2
出資	2
憑證	2
榮耀	2
鏡片	2
索取	2
敬請	2
晶圓	2
唯有	2
就此	2
殘留	2
開創	2
雙雙	2
憂心	2
獲勝	2
週六	2
玩法	2
落在	2
輕巧	2
淨值	2
度假	2
走上	2
大道	2
跨國	2
公正	2
省油	2
複製	2
肇事	2
偏好	2
虛假	2
運氣	2
據說	2
新作	2
不法	2
出具	2
發酵	2
降幅	2
性侵	2
純粹	2
文物	2
公克	2
劇本	2
橡膠	2
召集	2
買來	2
跨越	2
罰款	2
配色	2
鞏固	2
舊版	2
地上	2
妥善	2
群體	2
發光	2
貼近	2
魔法	2
瑕疵	2
入場	2
滿滿	2
夏普	2
GM	2
有如	2
首發	2
差點	2
分期	2
不已	2
四十	2
復出	2
組件	2
為由	2
影視	2
奪得	2
尺碼	2
開通	2
眼光	2
封面	2
迎戰	2
簡化	2
出動	2
巨頭	2
發送	2
內外	2
和解	2
穿越	2
步伐	2
銀色	2
首創	2
3成	2
背包	2
宿舍	2
接任	2
信箱	2
輻射	2
輿論	2
一樓	2
單眼	2
加裝	2
說出	2
減肥	2
進氣	2
擁抱	2
堅強	2
口號	2
動漫	2
更改	2
攻勢	2
隨意	2
上證	2
寶座	2
河南	2
數百	2
訪者	2
廠牌	2
時空	2
查閱	2
連連	2
快感	2
測驗	2
量身	2
黑暗	2
不等	2
隔天	2
商用	2
SE	2
分級	2
幸好	2
忽視	2
小吃	2
燈光	2
車種	2
離職	2
蔬果	2
廣角	2
審慎	2
護照	2
意圖	2
配方	2
笑容	2
團員	2
高漲	2
明膠	2
揭露	2
攻下	2
招標	2
戰術	2
老板	2
養生	2
配發	2
文創	2
配上	2
秋冬	2
契機	2
太空	2
道瓊	2
二級	2
增值	2
浮動	2
賣家	2
高齡	2
籌備	2
春夏	2
可怕	2
十三	2
秘書	2
格外	2
角落	2
求助	2
警示	2
拉回	2
遠離	2
圓滿	2
十月	2
求職	2
電網	2
來回	2
襲擊	2
好事	2
會期	2
不符	2
建成	2
引入	2
親切	2
受害	2
物理	2
怪物	2
街道	2
引爆	2
圖形	2
目錄	2
填寫	2
分手	2
敘明	2
悲觀	2
生氣	2
生技	2
查出	2
誠信	2
倒數	2
農曆	2
款項	2
呼應	2
位居	2
同行	2
下手	2
準則	2
掌控	2
古蹟	2
走路	2
事物	2
陌生	2
里長	2
奇蹟	2
滋味	2
恐懼	2
快捷	2
後衛	2
電郵	2
總值	2
增持	2
礦業	2
排列	2
難過	2
徒刑	2
賣壓	2
光線	2
一併	2
通車	2
原創	2
彩虹	2
正好	2
頭痛	2
鑑定	2
薪酬	2
上調	2
終結	2
維權	2
柏林	2
晚會	2
美式	2
過年	2
找來	2
堅決	2
捍衛	2
左邊	2
標配	2
自稱	2
締造	2
著重	2
論文	2
教導	2
房產	2
首相	2
評比	2
大廈	2
網民	2
變數	2
股數	2
微型	2
改編	2
微星	2
記住	2
受限	2
反覆	2
品嚐	2
彩繪	2
封裝	2
省下	2
不禁	2
輕微	2
高位	2
核定	2
魔獸	2
喪失	2
注射	2
多單	2
承辦	2
長久	2
領土	2
把關	2
升溫	2
網球	2
漲勢	2
撤銷	2
東協	2
家用	2
徵求	2
團購	2
盤勢	2
預案	2
神話	2
交叉	2
稱讚	2
惡性	2
後果	2
買超	2
精實	2
縮水	2
要素	2
巨星	2
雞蛋	2
文書	2
現況	2
嚴峻	2
減持	2
打到	2
帽子	2
彭博	2
選拔	2
姿勢	2
內衣	2
首日	2
襯衫	2
炸彈	2
總會	2
經紀	2
信仰	2
反觀	2
裁員	2
提議	2
升息	2
乳癌	2
珍惜	2
騰訊	2
邁進	2
委托	2
做成	2
匯豐	2
憂慮	2
關掉	2
證件	2
奉獻	2
規律	2
遺漏	2
購車	2
抓到	2
恭喜	2
病房	2
接下	2
延後	2
何況	2
板橋	2
起飛	2
拜託	2
軸距	2
獎品	2
GP	2
hi	2
內含	2
湖北	2
1億	2
缺席	2
實務	2
DC	2
寶貴	2
帶走	2
威力	2
籌碼	2
腐敗	2
選單	2
公關	2
院校	2
排氣	2
冬季	2
IS	2
89	2
背書	2
殊榮	2
荷包	2
洋基	2
有名	2
毫不	2
比對	2
病變	2
災難	2
光電	2
搶眼	2
存儲	2
放到	2
光芒	2
入住	2
可靠	2
女童	2
二手	2
集成	2
復古	2
客車	2
車門	2
回溫	2
韌體	2
買回	2
私下	2
華夏	2
聆聽	2
超頻	2
講述	2
長輩	2
谷歌	2
住家	2
書店	2
破解	2
權威	2
促成	2
研議	2
免疫	2
情侶	2
台美	2
減重	2
馬刺	2
上月	2
長遠	2
指紋	2
陸資	2
指令	2
球季	2
課題	2
效力	2
揭開	2
各樣	2
景區	2
估算	2
海峽	2
4S	2
忙碌	2
視力	2
油脂	2
自拍	2
復健	2
胸部	2
深深	2
外貿	2
大廳	2
未必	2
切實	2
精確	2
直言	2
一律	2
蔓延	2
賓士	2
分局	2
樂多	2
骨折	2
聚會	2
拜會	2
雇主	2
派遣	2
鋁圈	2
簡約	2
技嘉	2
走訪	2
儘快	2
超人	2
思路	2
艱難	2
任意	2
判定	2
王子	2
走過	2
從業	2
印刷	2
造就	2
情境	2
債市	2
前者	2
遺產	2
貫徹	2
存取	2
商人	2
衡量	2
分泌	2
放下	2
外線	2
後期	2
窗口	2
劇烈	2
風貌	2
政務	2
綠能	2
新建	2
口碑	2
不慎	2
淡水	2
幽默	2
第9	2
掃描	2
往後	2
信義	2
偵查	2
清洗	2
內涵	2
QE	2
舉措	2
區別	2
模仿	2
一年	2
落幕	2
登山	2
側面	2
官兵	2
沿海	2
詢價	2
實業	2
饗宴	2
燦坤	2
耗電	2
無需	2
接單	2
缺少	2
頗為	2
勝出	2
家鄉	2
毛利	2
密度	2
退貨	2
入侵	2
空單	2
87	2
一日	2
憤怒	2
會面	2
償還	2
享用	2
貼紙	2
戰機	2
感激	2
黑白	2
隆重	2
墾丁	2
乳房	2
出局	2
限時	2
命令	2
降雨	2
翻攝	2
行人	2
超標	2
走強	2
屆滿	2
罰鍰	2
位數	2
明朗	2
德州	2
生育	2
